cliente_id,idade,regiao,canal_aquisicao,tempo_contrato_meses,valor_mensalidade,produtos_contratados,num_reclamacoes,atraso_pagamentos,score_credito,variacao_gasto_pct,mes_referencia,cancelou
CLI00913,68,Sudeste,Telemarketing,28,231.88,1,1,0,596.0,-7.7,2023-10,0
CLI00914,66,Sul,Loja física,37,174.02,2,1,0,396.0,21.4,2024-02,1
CLI00915,62,Sudeste,Loja física,41,159.11,2,1,0,580.0,-39.3,2024-04,0
CLI00916,64,Nordeste,Loja física,36,232.28,5,3,0,,-0.3,2023-05,0
CLI00917,43,Centro-Oeste,Digital,27,241.28,5,1,1,,18.0,2023-11,1
CLI00918,48,Centro-Oeste,Indicação,54,89.63,5,1,1,851.0,1.9,2023-08,0
CLI00919,19,Sudeste,Loja física,17,202.46,4,1,1,896.0,20.5,2024-06,0
CLI00920,45,Nordeste,Digital,9,83.74,4,2,0,487.0,-6.8,2023-12,0
CLI00921,59,Sudeste,Loja física,33,237.74,2,0,1,787.0,-2.5,2024-01,1
CLI00922,30,Nordeste,Loja física,53,214.14,2,3,1,653.0,18.5,2024-06,0
CLI00923,35,Sudeste,Digital,20,289.05,5,1,1,318.0,13.4,2024-03,0
CLI00924,47,Nordeste,Digital,13,67.14,4,0,0,692.0,36.0,2024-03,0
CLI00925,28,Sul,Digital,28,64.16,3,0,1,560.0,1.5,2023-12,0
CLI00926,30,Centro-Oeste,Digital,48,120.45,4,1,1,709.0,3.0,2023-09,0
CLI00927,68,Nordeste,Digital,29,115.33,2,0,1,702.0,-6.9,2023-12,0
CLI00928,41,Sudeste,Loja física,13,111.64,4,2,2,969.0,-3.1,2023-05,0
CLI00929,46,Centro-Oeste,Loja física,46,276.46,2,1,0,783.0,16.2,2023-10,0
CLI00930,22,Sudeste,Loja física,35,112.29,5,0,0,603.0,-0.0,2023-07,0
CLI00931,52,Norte,Telemarketing,6,117.89,5,0,1,923.0,-12.1,2023-11,0
CLI00932,36,Nordeste,Loja física,18,239.75,5,1,1,955.0,-5.6,2023-08,0
CLI00933,30,Norte,Loja física,51,162.33,3,0,0,317.0,-1.4,2023-07,0
CLI00934,22,Sudeste,Indicação,5,244.08,3,2,2,483.0,-11.1,2024-04,1
CLI00935,61,Sudeste,Loja física,47,66.24,2,1,1,704.0,-6.9,2024-04,0
CLI00936,31,Nordeste,Digital,25,171.79,1,1,0,430.0,-15.0,2024-02,0
CLI00937,55,Centro-Oeste,Digital,2,58.3,3,1,0,,-6.3,2024-03,0
CLI00938,39,Sudeste,,10,65.56,2,1,3,307.0,17.5,2023-09,0
CLI00939,26,Sudeste,Indicação,56,276.51,4,1,0,617.0,0.7,2024-04,0
CLI00940,66,Sudeste,Telemarketing,30,84.71,5,5,0,690.0,,2024-04,1
CLI00941,57,Centro-Oeste,Loja física,50,183.01,5,0,3,818.0,-11.5,2023-05,0
CLI00942,43,Nordeste,Indicação,59,152.67,5,1,1,435.0,7.3,2023-03,0
CLI00943,62,Sudeste,Digital,45,136.74,2,2,0,830.0,3.3,2024-01,0
CLI00944,22,Sudeste,Loja física,5,274.86,5,1,1,950.0,9.8,2023-08,1
CLI00945,46,Sul,Telemarketing,55,55.36,3,0,0,666.0,-9.1,2024-05,0
CLI00946,39,Sudeste,Digital,56,215.85,4,2,2,788.0,-5.5,2023-05,0
CLI00947,66,Nordeste,Digital,33,290.75,5,1,1,988.0,6.1,2023-06,0
CLI00948,20,Sul,Digital,54,189.94,2,1,2,310.0,-7.6,2023-02,0
CLI00949,45,Nordeste,Indicação,1,284.11,4,1,1,852.0,-26.6,2024-02,0
CLI00950,55,Centro-Oeste,Digital,18,62.96,5,0,0,745.0,19.7,2023-04,0
CLI00951,31,Sul,Loja física,32,154.6,1,0,1,413.0,13.3,2023-03,0
CLI00952,64,Sudeste,Digital,47,114.94,5,2,1,991.0,-6.3,2023-09,0
CLI00953,31,Nordeste,Digital,49,232.61,3,0,0,495.0,3.3,2024-06,0
CLI00954,60,Sudeste,Telemarketing,11,295.22,4,3,0,622.0,15.1,2023-12,0
CLI00955,28,Centro-Oeste,Digital,21,114.03,3,2,1,811.0,20.2,2023-09,1
CLI00956,26,Sudeste,Digital,26,213.44,1,4,1,927.0,1.6,2024-06,1
CLI00957,55,Nordeste,Digital,25,99.42,1,1,0,961.0,-8.8,2024-01,0
CLI00958,64,Sudeste,Loja física,22,191.23,3,3,1,929.0,22.0,2024-02,0
CLI00959,61,Sudeste,Digital,59,165.88,4,0,1,464.0,1.4,2023-10,0
CLI00960,23,Sudeste,Loja física,27,292.9,1,2,0,551.0,-2.2,2023-03,0
CLI00961,18,Norte,Telemarketing,49,202.03,1,1,0,343.0,3.9,2023-07,1
CLI00962,42,Norte,Digital,13,137.28,5,1,1,769.0,17.3,2024-06,0
CLI00963,33,Sudeste,Digital,33,78.42,2,0,2,788.0,-0.6,2024-04,1
CLI00964,69,Sudeste,Loja física,34,87.71,1,1,1,480.0,14.8,2024-05,0
CLI00965,32,Sudeste,Loja física,41,106.23,4,0,0,376.0,-3.1,2023-06,0
CLI00966,51,Sudeste,Digital,35,112.64,4,0,0,673.0,9.1,2023-12,0
CLI00967,34,Nordeste,Loja física,1,262.55,5,2,1,927.0,-14.2,2023-03,1
CLI00968,20,Sul,Telemarketing,21,190.21,4,0,2,366.0,16.0,2023-03,0
CLI00969,20,Nordeste,Digital,48,180.75,5,0,1,824.0,-10.1,2024-06,0
CLI00970,54,Nordeste,Loja física,55,78.59,1,3,0,391.0,6.9,2023-11,1
CLI00971,34,Sul,Digital,6,264.93,1,2,1,950.0,-22.3,2023-06,1
CLI00972,66,Nordeste,Loja física,28,230.6,1,1,4,543.0,0.4,2023-05,1
CLI00973,69,Sudeste,Digital,17,66.82,1,4,2,640.0,2.8,2024-01,1
CLI00974,55,Sudeste,Loja física,5,226.86,2,1,1,603.0,-10.2,2023-05,1
CLI00975,18,Nordeste,Loja física,31,185.78,2,1,1,697.0,-1.6,2023-03,0
CLI00976,24,Sudeste,Digital,5,70.33,1,2,1,747.0,3.9,2024-05,1
CLI00977,43,Sudeste,Indicação,38,164.48,4,2,1,396.0,8.4,2023-03,0
CLI00978,64,Centro-Oeste,Loja física,3,171.07,5,1,0,630.0,,2024-03,0
CLI00979,56,Sul,Digital,53,91.34,3,1,1,504.0,20.0,2024-05,0
CLI00980,36,Sul,Telemarketing,23,286.32,5,3,1,748.0,17.4,2024-01,0
CLI00981,69,Nordeste,Digital,37,262.39,3,3,1,717.0,-0.5,2024-02,1
CLI00982,47,Sudeste,Indicação,53,217.16,3,1,0,948.0,-20.0,2024-04,0
CLI00983,60,Norte,Digital,37,165.47,1,1,0,376.0,-7.3,2023-11,0
CLI00984,31,Sudeste,,10,152.84,3,1,2,848.0,-33.4,2024-05,0
CLI00985,30,Sul,Digital,10,212.64,1,2,0,724.0,-2.7,2023-05,1
CLI00986,37,Nordeste,Digital,19,186.26,2,0,0,728.0,21.0,2024-03,0
CLI00987,43,Sul,Digital,17,65.47,4,0,0,784.0,,2024-06,0
CLI00988,44,Nordeste,Indicação,21,178.03,3,1,0,434.0,1.3,2024-04,0
CLI00989,42,Centro-Oeste,Indicação,14,251.5,4,1,1,953.0,-10.9,2024-02,0
CLI00990,26,Nordeste,Loja física,9,164.71,1,0,1,553.0,1.8,2024-02,0
CLI00991,58,Sudeste,Indicação,46,62.89,3,2,1,859.0,32.0,2024-01,0
CLI00992,65,Sul,Telemarketing,1,246.47,5,2,0,554.0,22.3,2023-01,1
CLI00993,29,Centro-Oeste,Loja física,51,100.24,2,1,2,945.0,-2.3,2023-06,0
CLI00994,27,Sul,Loja física,45,114.56,2,1,0,798.0,-22.2,2023-11,0
CLI00995,23,Nordeste,Digital,13,91.08,3,2,2,912.0,33.1,2023-11,1
CLI00996,67,Sul,Indicação,4,132.45,2,2,0,783.0,,2024-04,0
CLI00997,51,Sudeste,Indicação,1,239.09,5,3,3,345.0,8.0,2023-03,0
CLI00998,69,Sudeste,Digital,49,179.75,4,3,0,742.0,-23.4,2024-05,0
CLI00999,58,Norte,Loja física,40,101.12,5,2,0,881.0,-4.8,2024-02,0
CLI01000,36,Sul,Telemarketing,32,269.36,2,0,0,947.0,-23.4,2023-02,0
CLI01001,23,Sudeste,Digital,34,269.8,4,2,1,878.0,-17.4,2023-09,0
CLI01002,19,Centro-Oeste,Digital,28,267.54,5,1,0,303.0,-13.9,2023-08,0
CLI01003,32,Sul,Digital,31,109.6,1,1,0,300.0,7.2,2023-11,0
CLI01004,34,Nordeste,Digital,8,162.71,1,2,0,589.0,-1.4,2023-07,0
CLI01005,33,Sudeste,Digital,39,296.15,4,2,0,408.0,40.7,2023-02,0
CLI01006,45,Centro-Oeste,Digital,26,242.9,4,2,2,874.0,,2023-04,0
CLI01007,38,Sul,Digital,58,56.69,4,0,0,759.0,17.3,2024-02,0
CLI01008,25,Nordeste,Indicação,34,66.2,1,0,0,,7.6,2024-01,0
CLI01009,27,Sudeste,Digital,54,165.88,5,0,0,437.0,4.1,2024-01,0
CLI01010,27,Sudeste,Digital,54,277.21,4,2,2,733.0,17.8,2024-01,0
CLI01011,67,Sudeste,,3,184.58,1,0,1,343.0,-35.7,2023-05,0
CLI01012,27,Centro-Oeste,Digital,59,174.35,4,2,3,809.0,-9.3,2023-12,0
CLI01013,26,Sudeste,Telemarketing,50,76.27,4,2,3,561.0,-20.4,2023-06,0
CLI01014,45,Nordeste,Indicação,12,214.1,4,2,3,932.0,-28.3,2024-02,1
CLI01015,41,Sudeste,Loja física,1,255.43,1,1,1,451.0,-11.5,2023-08,1
CLI01016,36,Sudeste,Loja física,54,145.01,5,0,1,512.0,-17.2,2023-08,0
CLI01017,50,Sudeste,Loja física,44,243.8,1,1,1,533.0,17.9,2023-07,0
CLI01018,21,Nordeste,Digital,5,291.02,1,0,1,922.0,1.4,2024-05,0
CLI01019,20,Nordeste,Digital,30,100.84,4,0,2,660.0,-30.1,2023-11,1
CLI01020,59,Norte,Digital,30,180.73,3,0,1,619.0,4.7,2023-10,1
CLI01021,29,Centro-Oeste,Telemarketing,59,121.68,3,1,0,521.0,-15.2,2024-01,0
CLI01022,35,Sudeste,Digital,57,248.11,3,1,0,,0.9,2023-10,0
CLI01023,40,Nordeste,Loja física,17,194.3,1,1,0,695.0,5.9,2024-02,0
CLI01024,37,Sul,Digital,48,208.55,4,1,2,882.0,,2023-09,0
CLI01025,23,Centro-Oeste,Digital,47,249.38,3,2,0,788.0,3.3,2023-07,0
CLI01026,51,Sudeste,Loja física,23,148.89,2,1,0,900.0,6.0,2023-07,0
CLI01027,59,Nordeste,Digital,15,278.67,2,3,1,763.0,-2.5,2024-06,1
CLI01028,19,Sudeste,Telemarketing,37,183.16,2,3,0,999.0,-10.8,2024-04,0
CLI01029,47,Sudeste,Digital,21,89.39,5,1,2,923.0,0.0,2023-08,0
CLI01030,26,Sudeste,Digital,14,223.87,4,1,1,751.0,-2.1,2024-04,0
CLI01031,44,Sudeste,Loja física,2,248.22,1,1,1,712.0,4.7,2024-03,1
CLI01032,59,Sul,Indicação,11,129.09,1,0,0,775.0,-4.0,2024-03,0
CLI01033,51,Nordeste,Digital,51,264.19,4,2,1,555.0,-17.9,2023-06,0
CLI01034,57,Nordeste,Loja física,39,276.44,5,1,1,,-2.5,2023-09,0
CLI01035,41,Sudeste,Indicação,38,119.13,4,0,0,426.0,4.9,2024-03,0
CLI01036,66,Sudeste,Digital,60,295.78,5,1,0,691.0,2.8,2023-07,0
CLI01037,34,Sudeste,Telemarketing,34,85.08,3,0,1,779.0,-1.7,2023-08,0
CLI01038,46,Centro-Oeste,Digital,38,100.4,3,1,0,696.0,-7.3,2024-06,0
CLI01039,53,Sudeste,Digital,50,95.96,5,1,2,701.0,-8.1,2024-04,0
CLI01040,67,Sul,Loja física,34,273.4,4,2,2,573.0,-6.5,2024-03,0
CLI01041,29,Sudeste,Digital,18,213.47,3,1,1,438.0,16.1,2023-03,1
CLI01042,48,Sul,Loja física,30,87.93,4,2,0,402.0,-14.2,2023-01,0
CLI01043,66,Sudeste,Loja física,15,159.98,3,0,0,541.0,1.4,2024-01,0
CLI01044,26,Sudeste,,27,203.72,4,2,1,416.0,-18.9,2023-12,0
CLI01045,36,Sudeste,Telemarketing,51,70.77,4,0,0,513.0,11.5,2023-09,0
CLI01046,63,Sudeste,Loja física,34,270.5,2,2,1,783.0,-8.0,2023-02,1
CLI01047,63,Sudeste,Loja física,52,250.8,5,1,0,828.0,-12.4,2023-09,0
CLI01048,34,Sul,Digital,57,176.2,1,1,0,990.0,3.2,2023-08,0
CLI01049,19,Sudeste,Digital,38,291.68,5,1,1,,-36.9,2023-05,0
CLI01050,57,Sudeste,Indicação,33,154.34,4,3,1,569.0,-19.5,2024-01,0
CLI01051,22,Sudeste,Indicação,24,295.93,4,0,1,433.0,5.4,2023-02,0
CLI01052,56,Centro-Oeste,Digital,15,216.88,5,2,1,413.0,15.2,2023-10,0
CLI01053,65,Sul,Loja física,60,208.57,4,2,0,740.0,6.8,2023-06,0
CLI01054,33,Nordeste,Loja física,30,91.39,3,1,0,943.0,2.1,2023-07,0
CLI01055,34,Sudeste,Digital,55,270.38,4,1,0,950.0,36.2,2023-03,0
CLI01056,44,Sudeste,Indicação,42,156.77,5,2,0,664.0,7.4,2024-02,0
CLI01057,24,Sudeste,Digital,51,90.46,5,2,0,531.0,-15.7,2024-04,0
CLI01058,69,Sul,Digital,17,53.05,5,1,1,757.0,15.4,2023-06,0
CLI01059,25,Sul,Digital,5,189.84,2,0,0,674.0,-9.6,2023-08,0
CLI01060,25,Centro-Oeste,Digital,29,181.75,2,1,1,903.0,-10.6,2023-01,0
CLI01061,40,Centro-Oeste,Digital,4,229.74,2,0,0,910.0,-20.7,2024-03,0
CLI01062,49,Sul,Indicação,10,272.46,2,2,1,506.0,-6.2,2024-05,0
CLI01063,60,Sul,Indicação,56,69.75,2,3,0,819.0,-18.4,2024-06,0
CLI01064,64,Sudeste,Digital,17,232.77,2,2,0,767.0,8.4,2023-03,0
CLI01065,35,Sudeste,Indicação,10,96.75,2,1,2,742.0,,2023-06,1
CLI01066,55,Centro-Oeste,Loja física,17,264.44,5,0,2,620.0,-20.4,2024-05,0
CLI01067,29,Sudeste,Digital,60,254.67,1,1,1,392.0,-1.2,2024-01,0
CLI01068,32,Norte,Digital,20,185.1,2,1,0,707.0,14.9,2024-05,1
CLI01069,45,Sul,Digital,24,227.46,5,2,1,457.0,24.3,2024-04,0
CLI01070,55,Sul,Digital,5,128.49,1,3,1,398.0,-26.8,2024-05,1
CLI01071,67,Sudeste,,34,167.69,2,1,5,524.0,-11.7,2023-01,1
CLI01072,48,Nordeste,Loja física,6,255.31,1,1,0,740.0,-19.3,2024-04,0
CLI01073,69,Sul,Telemarketing,53,164.72,1,1,1,884.0,,2023-06,0
CLI01074,26,Sudeste,Indicação,2,139.35,3,0,1,700.0,-21.1,2023-08,1
CLI01075,25,Sudeste,Digital,13,173.45,4,1,0,870.0,15.9,2023-01,0
CLI01076,63,Sudeste,Indicação,43,256.96,3,1,0,363.0,18.1,2023-02,0
CLI01077,36,Sul,Digital,43,133.7,1,1,1,859.0,12.3,2024-03,1
CLI01078,68,Sudeste,Digital,48,93.34,5,2,0,578.0,-10.8,2023-05,0
CLI01079,25,Nordeste,Loja física,11,227.9,2,1,0,969.0,-9.8,2024-03,0
CLI01080,51,Nordeste,Digital,51,256.39,4,1,0,818.0,-6.8,2023-10,0
CLI01081,21,Sudeste,Digital,47,75.06,2,2,1,547.0,16.6,2023-05,1
CLI01082,48,Nordeste,Loja física,57,109.87,5,0,1,667.0,-25.5,2023-03,0
CLI01083,55,Sudeste,Indicação,23,85.39,4,1,1,917.0,5.8,2023-06,0
CLI01084,20,Nordeste,Digital,55,136.89,3,2,2,397.0,-14.0,2024-03,0
CLI01085,52,Sudeste,Digital,16,162.49,1,1,2,567.0,-6.3,2024-06,1
CLI01086,36,Sudeste,Loja física,31,237.11,5,2,0,359.0,11.0,2024-02,1
CLI01087,60,Sudeste,Loja física,11,212.69,1,0,2,799.0,-22.7,2023-10,1
CLI01088,46,Nordeste,Digital,54,205.13,1,1,0,607.0,-4.2,2023-04,0
CLI01089,27,Sudeste,Telemarketing,16,137.99,2,0,2,792.0,-1.9,2023-11,0
CLI01090,29,Sudeste,Loja física,8,260.26,5,1,0,710.0,-0.6,2023-07,0
CLI01091,63,Sudeste,,4,167.72,1,1,1,439.0,-1.5,2024-03,0
CLI01092,47,Sudeste,Telemarketing,40,294.68,3,0,0,627.0,8.3,2023-09,0
CLI01093,47,Nordeste,Telemarketing,4,208.44,4,0,2,763.0,-6.8,2024-03,1
CLI01094,35,Sul,Digital,56,81.47,5,0,1,936.0,5.5,2023-12,0
CLI01095,41,Centro-Oeste,Digital,25,218.94,2,1,2,462.0,4.9,2024-06,1
CLI01096,49,Sudeste,Indicação,3,131.18,5,0,0,359.0,4.3,2023-06,0
CLI01097,26,Sudeste,Telemarketing,32,221.48,2,1,3,330.0,7.9,2024-06,1
CLI01098,64,Nordeste,,3,67.31,4,3,1,632.0,4.2,2024-06,1
CLI01099,41,Nordeste,Digital,27,93.62,3,0,0,375.0,-1.3,2023-06,0
CLI01100,43,Sudeste,Loja física,29,263.83,1,1,1,616.0,-19.0,2024-03,1
CLI01101,20,Sul,Digital,32,106.69,5,3,0,716.0,20.4,2023-05,0
CLI01102,40,Nordeste,Telemarketing,50,259.16,2,1,2,489.0,25.4,2023-04,1
CLI01103,28,Sudeste,Digital,58,119.72,4,1,2,788.0,-5.4,2024-05,0
CLI01104,27,Nordeste,Telemarketing,51,210.62,1,1,1,614.0,6.8,2023-10,0
CLI01105,67,Sudeste,Digital,19,223.44,4,1,0,595.0,-8.2,2023-12,0
CLI01106,53,Centro-Oeste,Telemarketing,21,178.06,3,2,0,800.0,-10.8,2023-05,1
CLI01107,30,Sul,Digital,5,126.23,1,1,1,476.0,0.8,2023-07,1
CLI01108,46,Sudeste,Indicação,18,103.06,1,2,2,514.0,42.1,2023-12,1
CLI01109,55,Sudeste,Telemarketing,28,58.2,1,1,1,952.0,23.9,2023-02,0
CLI01110,30,Norte,Loja física,42,125.89,2,3,0,896.0,21.7,2024-05,0
CLI01111,43,Nordeste,Loja física,22,213.19,1,2,1,993.0,7.8,2024-01,1
CLI01112,37,Sudeste,Digital,21,284.48,4,1,0,631.0,-13.8,2023-05,0
CLI01113,22,Sul,Loja física,6,267.7,2,2,1,427.0,15.6,2023-05,0
CLI01114,37,Sul,Indicação,1,241.42,1,2,1,568.0,-42.6,2023-12,1
CLI01115,31,Sudeste,Digital,5,247.01,4,0,0,850.0,5.9,2023-12,0
CLI01116,62,Sudeste,Indicação,41,216.15,4,1,0,834.0,16.5,2023-07,0
CLI01117,31,Sul,Loja física,12,114.97,5,0,1,665.0,2.3,2023-06,0
CLI01118,25,Sudeste,Digital,26,276.7,4,1,2,918.0,24.9,2023-10,0
CLI01119,65,Sudeste,Digital,46,217.58,3,0,0,647.0,-21.4,2024-04,0
CLI01120,30,Nordeste,Digital,34,190.01,1,1,1,441.0,24.0,2023-02,0
CLI01121,41,Sul,Digital,49,77.65,1,3,2,444.0,-2.4,2023-04,1
CLI01122,32,Sudeste,Telemarketing,14,161.66,1,3,1,544.0,,2023-09,1
CLI01123,68,Sudeste,Indicação,26,164.99,4,3,0,741.0,15.3,2023-05,0
CLI01124,18,Sul,Digital,45,266.04,4,1,0,589.0,22.7,2023-01,1
CLI01125,39,Nordeste,Digital,27,186.56,1,0,1,990.0,14.6,2023-11,0
CLI01126,51,Nordeste,Loja física,9,145.0,2,1,0,411.0,10.4,2023-03,0
CLI01127,67,Sudeste,Digital,26,294.1,2,1,1,513.0,20.5,2023-01,0
CLI01128,68,Sul,Digital,57,77.58,3,1,1,949.0,0.8,2023-04,0
CLI01129,57,Centro-Oeste,Digital,47,155.54,5,2,0,499.0,9.0,2023-09,0
CLI01130,20,Sudeste,Indicação,57,60.41,3,0,0,704.0,-0.1,2024-04,0
CLI01131,43,Sudeste,Digital,22,234.88,1,0,0,720.0,-10.3,2023-07,0
CLI01132,31,Nordeste,Digital,47,279.42,1,2,1,306.0,7.9,2023-05,0
CLI01133,58,Sudeste,Telemarketing,56,119.91,1,0,1,824.0,3.0,2024-01,0
CLI01134,25,Sudeste,Digital,30,264.49,5,3,2,891.0,18.9,2023-11,1
CLI01135,66,Sudeste,Indicação,43,122.95,4,0,1,585.0,-2.9,2024-02,0
CLI01136,33,Sudeste,Digital,48,277.59,5,0,1,970.0,-11.4,2024-05,0
CLI01137,59,Sudeste,Digital,17,238.39,3,0,1,688.0,18.6,2023-12,0
CLI01138,38,Sudeste,Digital,26,251.13,4,0,2,715.0,1.0,2023-05,0
CLI01139,27,Centro-Oeste,Digital,36,54.4,4,0,0,449.0,-11.9,2023-08,0
CLI01140,42,Sul,Digital,1,290.6,3,0,2,727.0,20.8,2023-02,0
CLI01141,55,Sul,Digital,8,231.57,4,2,1,592.0,13.9,2024-05,0
CLI01142,39,Sudeste,Digital,49,126.09,2,2,2,633.0,,2023-02,0
CLI01143,66,Nordeste,Digital,35,257.25,3,1,1,571.0,-5.1,2023-03,0
CLI01144,65,Sul,Loja física,52,120.28,3,1,0,342.0,-7.2,2024-06,1
CLI01145,64,Nordeste,Indicação,15,268.09,2,1,0,767.0,-16.3,2024-03,1
CLI01146,63,Nordeste,Indicação,47,78.05,5,0,1,618.0,-8.5,2023-05,0
CLI01147,21,Nordeste,Loja física,56,225.82,5,1,0,791.0,-5.8,2024-05,0
CLI01148,21,Sul,Telemarketing,22,185.07,5,5,1,826.0,10.2,2024-02,0
CLI01149,47,Nordeste,Digital,14,74.03,4,3,0,471.0,-13.9,2023-01,0
CLI01150,19,Sul,Digital,26,110.37,2,3,0,948.0,-10.0,2024-02,0
CLI01151,46,Sudeste,Digital,28,53.0,3,0,0,620.0,25.4,2023-09,0
CLI01152,60,Sudeste,Indicação,23,167.09,3,1,1,343.0,-44.0,2023-05,0
CLI01153,53,Centro-Oeste,Indicação,14,125.22,3,2,2,831.0,7.2,2023-04,0
CLI01154,38,Sudeste,Loja física,24,199.49,4,1,0,930.0,-19.4,2023-01,0
CLI01155,38,Nordeste,Digital,2,124.21,4,2,0,753.0,-12.1,2023-03,0
CLI01156,65,Sudeste,Loja física,45,124.88,5,1,1,382.0,21.4,2023-11,0
CLI01157,38,Sul,Digital,26,235.7,4,2,0,842.0,1.1,2024-04,0
CLI01158,21,Nordeste,Loja física,14,61.94,5,1,1,,39.9,2023-11,0
CLI01159,18,Sudeste,Loja física,59,275.62,5,2,0,533.0,9.4,2023-10,0
CLI01160,43,Nordeste,Digital,56,262.97,3,1,2,839.0,-12.4,2023-12,0
CLI01161,68,Nordeste,Digital,51,216.85,4,1,1,551.0,8.4,2023-05,0
CLI01162,19,Sul,Indicação,7,198.21,5,3,1,748.0,16.9,2023-10,1
CLI01163,26,Sul,Loja física,3,272.98,2,1,4,538.0,7.8,2024-01,1
CLI01164,62,Sudeste,Digital,47,96.23,2,2,0,789.0,-3.2,2023-07,0
CLI01165,35,Sul,Digital,23,69.64,4,3,1,763.0,-25.4,2024-04,0
CLI01166,65,Sudeste,Telemarketing,46,109.78,3,1,1,613.0,-4.8,2023-06,0
CLI01167,65,Sudeste,Digital,43,248.54,3,0,4,474.0,25.0,2023-10,0
CLI01168,59,Centro-Oeste,Digital,47,58.57,5,3,0,479.0,-12.0,2023-10,0
CLI01169,58,Sul,Loja física,60,195.6,4,2,0,684.0,-6.2,2023-11,0
CLI01170,28,Nordeste,Loja física,45,298.76,2,1,0,594.0,14.9,2023-10,1
CLI01171,42,Sul,Digital,18,263.82,5,2,2,514.0,9.3,2024-02,1
CLI01172,43,Sudeste,Digital,58,180.26,5,0,1,374.0,-19.6,2024-03,0
CLI01173,53,Sul,Digital,38,65.81,1,0,0,,,2023-07,0
CLI01174,59,Nordeste,Loja física,35,257.74,4,0,0,441.0,21.1,2024-01,0
CLI01175,52,Sudeste,Digital,51,199.64,5,2,0,498.0,0.4,2023-11,0
CLI01176,55,Nordeste,Loja física,15,78.63,2,0,1,470.0,21.5,2023-07,1
CLI01177,20,Sul,Telemarketing,25,73.36,1,2,0,,,2023-11,0
CLI01178,58,Sudeste,Telemarketing,55,277.31,2,1,0,527.0,-13.9,2024-02,0
CLI01179,52,Sul,Loja física,37,217.2,3,0,1,710.0,-4.4,2024-05,0
CLI01180,67,Sudeste,Loja física,28,257.22,1,0,1,990.0,9.9,2024-04,0
CLI01181,57,Sudeste,Indicação,10,269.64,1,2,1,361.0,-23.1,2023-01,1
CLI01182,39,Nordeste,Indicação,39,192.84,5,2,1,626.0,-3.3,2023-09,0
CLI01183,25,Centro-Oeste,Indicação,57,179.26,3,1,2,432.0,8.2,2023-09,0
CLI01184,32,Nordeste,Digital,17,157.51,5,0,1,,-9.3,2023-10,0
CLI01185,62,Nordeste,Digital,39,129.14,4,4,1,889.0,8.8,2024-03,0
CLI01186,24,Centro-Oeste,Telemarketing,22,158.55,2,0,0,488.0,-9.0,2024-04,0
CLI01187,36,Centro-Oeste,Telemarketing,26,243.37,2,2,1,655.0,,2023-11,1
CLI01188,57,Sudeste,Loja física,44,200.38,5,3,0,370.0,11.2,2024-05,0
CLI01189,59,Sul,Telemarketing,25,273.03,2,2,1,562.0,20.5,2024-01,1
CLI01190,34,Sudeste,Indicação,17,160.75,2,1,0,605.0,-10.7,2023-06,0
CLI01191,18,Sul,Loja física,13,201.67,4,1,1,857.0,-18.2,2024-03,0
CLI01192,62,Centro-Oeste,Digital,20,207.73,3,1,1,523.0,-0.6,2024-04,1
CLI01193,46,Sudeste,,25,197.82,1,1,0,627.0,7.0,2023-04,0
CLI01194,30,Sul,Loja física,4,225.56,5,0,2,887.0,-10.8,2023-08,0
CLI01195,65,Sul,Telemarketing,10,109.26,5,2,0,373.0,24.9,2023-07,0
CLI01196,46,Sudeste,Loja física,3,177.99,4,0,1,810.0,-2.2,2024-05,0
CLI01197,58,Sudeste,Indicação,41,75.96,4,3,0,441.0,-10.9,2024-04,0
CLI01198,59,Sul,Indicação,45,146.03,1,1,2,884.0,29.0,2023-02,0
CLI01199,23,Sudeste,,18,171.82,3,0,1,401.0,19.0,2024-05,1
CLI01200,22,Sul,Digital,47,212.96,5,3,1,905.0,-10.9,2023-04,0
CLI01201,51,Sul,Loja física,36,287.53,4,1,0,,16.0,2024-02,0
CLI01202,28,Sul,Digital,47,200.06,5,1,2,364.0,-9.8,2023-08,0
CLI01203,26,Sudeste,Loja física,22,235.8,2,0,1,492.0,11.5,2023-05,1
CLI01204,55,Sul,Digital,34,176.47,5,1,0,361.0,26.7,2023-05,0
CLI01205,57,Sudeste,Digital,47,208.43,3,0,0,831.0,-18.1,2023-05,0
CLI01206,58,Centro-Oeste,Digital,8,67.63,3,1,1,540.0,-8.1,2023-05,1
CLI01207,26,Sudeste,Digital,40,113.5,5,1,0,709.0,-7.7,2023-03,0
CLI01208,25,Centro-Oeste,Digital,49,140.36,2,2,0,599.0,4.0,2023-06,0
CLI01209,61,Nordeste,Telemarketing,44,168.02,3,3,0,494.0,7.1,2023-01,0
CLI01210,57,Nordeste,Digital,19,61.31,4,1,1,753.0,-1.3,2023-08,0
CLI01211,20,Sudeste,Telemarketing,42,84.91,5,1,0,873.0,-25.2,2024-01,0
CLI01212,30,Sudeste,Telemarketing,41,119.1,2,0,2,918.0,-18.5,2023-06,0
CLI01213,36,Sudeste,Telemarketing,37,292.78,4,0,2,936.0,-13.3,2024-06,0
CLI01214,51,Sudeste,Loja física,6,132.74,5,2,1,600.0,8.4,2024-06,1
CLI01215,49,Centro-Oeste,Indicação,52,170.41,2,0,2,755.0,,2024-04,0
